Column1,Column2,Column3,Column4,Column5
Junho Choi:Jong Hun Lee:Yong Yi Lee:Yong Hwi Kim:Bilal Ahmed:Moon Gu Son:Min Ho Joo:Kwan H. Lee,"Projection mapping has been widely used to efficiently visualize real world objects in various areas such as exhibitions, advertisements, and theatrical performances. To represent the projected content in a realistic manner, the appearance of an object should be taken into consideration. Although there have been various attempts to realistically represent the appearance through digital modeling of appearance materials in computer graphics, it is difficult to combine it with the projection mapping because it takes huge amount of time and requires large space for the measurement. To counteract these challenges of time and space, [Malzbender et al. 2001] present polynomial texture maps (PTM) that can represent the reflectance properties of the surface such as diffuse and shadow artifacts by relighting of the 3D objects according to varying light direction around the object. PTM does not have temporal or spatial constraints requiring only several tens of images of different light directions so that it makes it possible to easily produce an appealing appearance.",Realistic 3D projection mapping using polynomial texture maps,NA:NA:NA:NA:NA:NA:NA:NA,2016
Laura Ferrarello:Kevin Walker,"We describe a digital design process that interfaces real-time data with 3D modeling and 3D printing techniques. Digital Impressionism (DI) is a platform that explores new material possibilities, by 3D modeling physical and digital objects, as affected by invisible forces that act upon them in real time. Using a 3D pointcloud as a medium, we describe an experimental project run with students in our programme, incorporating realtime audio data to manipulate 3D physical forms, resulting in new static and dynamic shapes with what we call a hybrid materiality. The modeling platform of DI treats materials as composites, through which substance becomes physical via the digital interference the environment applies to digital forms. We describe dynamic modeling processes through which data enables a new hybrid tectonic made of composite shapes and materials. This abstract introduces the project and describes our methodology and results so far.",The form of sound through hybrid materials,NA:NA,2016
Adam Schuster:Anas Salah Eddin,"Hundreds of thousands of stereoscopic view cards (stereoviews) produced in the late 1800s and early 1900s are being digitized in collections and museums worldwide. However, viewing this important part of media technology history requires dedicated stereoscopes or difficult eye exercises. With the recent spread of Consumer VR, a fresh way to view, study, and learn from this vast store of knowledge becomes available. In this project, we present an automated method to process digitized stereoviews and make them suitable for VR viewing.",Vintage VR: a method of processing 19th century stereoviews for display on 21st century VR systems,NA:NA,2016
Pei-Hsuan Tsai:Yu-Hsuan Huang:Yu-Ju Tsai:Hao-Yu Chang:Masatoshi Chang-Ogimoto:Ming Ouhyoung,"Users always got bad experiences while using the general virtual reality head-mounted displays (HMDs) because of the low pixel density through optical lenses. For this reason, the narrow field-of-view (FoV) and high pixel density are the main goals we are going to pursue in the near-field video see-through augmented reality (AR) applications with sophisticated operations, such as the biological observation with AR microscope (e.g. Scope+ [Huang et al. 2015]), the AR surgery simulation, and telescope applications. Therefore with high resolution to see tiny objects clearly is the most important concern in this paper.",A modified wheatstone-style head-mounted display prototype for narrow field-of-view video see-through augmented reality,NA:NA:NA:NA:NA:NA,2016
Shinji Mizuno,"In this paper, I improve a tabletop stereoscopic 3DCG system with motion parallax so as to use it with two users and share a stereoscopic 3DCG scene together. I develop a method to calculate two users' viewpoints simultaneously by using depth images. I use a 3D-enabled projector to superimpose two 3DCG images for each user, and use active shutter glasses to separate them into individual images for each user. The improved system would be useable for cooperative works and match type games.",A tabletop stereoscopic 3DCG system with motion parallax for two users,NA,2016
Naoki Hashimoto:Daisuke Kobayashi,"We propose a dynamic spatial augmented reality (SAR) system with effective machine learning techniques and edge-based object tracking. Real-time 3D pose estimation is the significant problem of projecting images on moving objects. However, camera-based feature detection is difficult, because most targets have a texture-less surface. Image projection and projected images also interfere with detection. Obtaining 3D shape information with stereo-paired cameras [Resch et al. 2016] is still a time-consuming process, and using a depth sensor with IR [Koizumi et al. 2015] is still unstable and have a fatal time-delay for the dynamic SAR. Therefore, we quickly and robustly estimate the 3D pose of the target objects by using effective machine learning with IR images. And by the combined use of high-speed edge-based object tracking, we realize a stable and low-delay SAR for moving objects.",Dynamic spatial augmented reality with a single IR camera,NA:NA,2016
Yun Suen Pai:Benjamin Tag:Benjamin Outram:Noriyasu Vontin:Kazunori Sugiura:Kai Kunze,"We present a novel technique of implementing customized hardware that uses eye gaze focus depth as an input modality for virtual reality applications. By utilizing eye tracking technology, our system can detect the point in depth the viewer focusses on, and therefore promises more natural responses of the eye to stimuli, which will help overcoming VR sickness and nausea. The obtained information for the depth focus of the eye allows the utilization of foveated rendering to keep the computing workload low and create a more natural image that is clear in the focused field, but blurred outside that field.",GazeSim: simulating foveated rendering using depth in eye gaze for VR,NA:NA:NA:NA:NA:NA,2016
Akira Ishii:Ippei Suzuki:Shinji Sakamoto:Keita Kanai:Kazuki Takazawa:Hiraku Doi:Yoichi Ochiai,"Conventional research on pedestrian navigation systems has explored the possibilities of presenting information to users both visually and aurally. Existing navigation systems require users to recognize information, and then to follow directions as separate, conscious processes, which inevitably require attention to the system. This study proposes a novel method that enables pedestrians to be guided without conscious interaction with a navigational system.",Graphical manipulation of human's walking direction with visual illusion,NA:NA:NA:NA:NA:NA:NA,2016
Mike Lambeta:Matt Dridger:Paul White:Jesslyn Janssen:Ahmad Byagowi,"Virtual reality aims to provide an immersive experience to a user, with the help of a virtual environment. This immersive experience requires two key components; one for capturing inputs from the real world, and the other for synthesizing real world outputs based on interactions with the virtual environment. However, a user in a real world environment experiences a greater set of feedback from real world inputs which relate directly to auditory, visual, and force feedback. As such, in a virtual environment, a dissociation is introduced between the user's inputs and the feedback from the virtual environment. This dissociation relates to the discomfort the user experiences with real world interaction. Our team has introduced a novel way of receiving synthesized feedback from the virtual environment through the use of a haptic wheelchair.",Haptic wheelchair,NA:NA:NA:NA:NA,2016
Valentina Feldman,"This project is a synthesis of digital paleoart reconstruction, prototype VR pipeline design, and the remediation of structural narrative principles for immersive media. We approach common issues associated with the accurate portrayal of dinosaurs in media, Cinematic Virtual Reality (CVR) production, and the direction of viewer attention in immersive digital environments. After developing and testing a stable CVR workflow, we designed and produced a piece of scientific VR Paleoart content intended for educational outreach. Our production methods include a state-of-the-art CGI dinosaur reconstruction informed by comparative anatomy and biomechanical simulation, stereoscopic spherical rendering, and photographic CVR film production. Our approach is validated through the completion of a CVR documentary about the titanosaur Dreadnoughtus schrani, one of the largest dinosaurs yet discovered. This documentary, starring paleontologist Dr. Ken Lacovara, will be made publicly available for all common VR distribution platforms. Our goal is to make scientific CVR content accessible to an audience of mobile device owners, taking advantage of the VR media disruption to establish new design guidelines for educational media.",Immersive paleoart: reconstructing dreadnoughtus schrani and remediating the science documentary for cinematic virtual reality,NA,2016
MHD Yamen Saraiji:Shota Sugimoto:Charith Lasantha Fernando:Kouta Minamizawa:Susumu Tachi,"We propose ""Layered Telepresence"", a novel method of experiencing simultaneous multi-presence. Users eye gaze and perceptual awareness are blended with real-time audio-visual information received from multiple telepresence robots. The system arranges audio-visual information received through multiple robots into a priority-driven layered stack. A weighted feature map was created based on the objects recognized for each layer, using image-processing techniques, and pushes the most weighted layer around the users gaze in to the foreground. All other layers are pushed back to the background providing an artificial depth-of-field effect. The proposed method not only works with robots, but also each layer could represent any audio-visual content, such as video see-through HMD, television screen or even your PC screen enabling true multitasking.",Layered telepresence: simultaneous multi presence experience using eye gaze based perceptual awareness blending,NA:NA:NA:NA:NA,2016
Naoki Kawai:Cédric Audras:Sou Tabata:Takahiro Matsubara,"We propose a method to generate new views of a scene by capturing a few panorama images in real space and interpolating captured images. We describe a procedure for interpolating panoramas captured at four corners of a rectangle area without geometry, and present experimental results including walkthrough in real time. Our image-based method enables walking through space much more easily than using 3D modeling and rendering.",Panorama image interpolation for real-time walkthrough,NA:NA:NA:NA,2016
Fuko Takano:Takafumi Koike,"We propose a walk through imaging method for head-mounted display (HMD) named 'PlenoGap'. The method always displays a refocused image on a HMD. The refocused image is generated from a trimmed panorama light field image which is 360° cylindrical and always focused on center of HMD. In addition, we realized walkthrough experience by making some intermediate images between three panorama light field images. User can roam around small area using controller.",PlenoGap: panorama light field viewing for HMD with focusing on gazing point,NA:NA,2016
Mie Sato:Sota Suzuki:Daiki Ebihara:Sho Kato:Sato Ishigaki,"Bare hand interaction with a virtual object reduces uncomfortableness with devices mounted on a user's hand. There are some studies on the bare hand interaction[Benko et al. 2012], however a virtual object is supposed to be a hard object or a user touches a physical object during the bare hand interaction. We focus on grasping a virtual object without using any physical object. Grasping is one of the basic movements in manipulating an object and is more difficult than simple movements like touching an object. Because of the bare hand interaction with no physical object, there is no haptic device on a user's hand and so there is no physical feedback to the user. Our challenge is to provide a user with pseudo-softness while grasping a virtual object with a bare hand. We have been developing an AR system that makes it possible for a user to grasp a virtual object with a bare hand[Suzuki et al. 2014]. Using this AR system, we propose visual stimuli that correspond with the user's hand movements, to manipulate the pseudo-softness of a virtual object. Evaluation results show that with the visual stimuli a user feels pseudo-softness while grasping a virtual object with a bare hand.",Pseudo-softness evaluation in grasping a virtual object with a bare hand,NA:NA:NA:NA:NA,2016
Andrew Jacobson:Jinsil Hwaryoung Seo,"This paper presents PulmonaReality, an interactive virtual reality game aimed at young patients to help immerse them into a world that makes pulmonary function tests more enjoyable for the user while providing more reliable results for the examiner. Computer games designed to work with medical tests have been shown to have potential. While there are existing games out there, they are beginning to show their age in comparison to many games played by modern-day patients. The design of our project focuses on usability and enjoyment for young children. In our preliminary user studies, children reported that the system was easy to use with minimal instruction and evoked a sense of wonder when they experienced our different interactive 3D environments.",PulmonaReality: transforming pediatric pulmonary function experience using virtual reality,NA:NA,2016
Ari Rapkin Blenkhorn:Yu Wang:Marc Olano,"We have created a suite of automated tools to calibrate and configure a projection virtual reality system. Test subjects (rats) explore an interactive computer-graphics environment presented on a large curved screen using multiple projectors. The locations and characteristics of the projectors can vary and the shape of the screen may be complex. We place several cameras around the workspace for redundant coverage. We locate each projector's hotspot as seen by each camera, and produce a brightness profile which tells the projector how much to dim each pixel of its output to achieve uniform output. We reconstruct the 3D geometry of the screen and the location of each projector using shape-from-motion and structured-light multi-camera computer vision techniques. We determine which projected pixel corresponds to a given view direction for the rat. From these, we create a warping profile for each projector, which tells it how to pre-distort its output image to appear undistorted to the rat's viewpoint. We apply both pre-distortion and hotspot correction before displaying to the screen.",RatCAVE: calibration of a projection virtual reality system,NA:NA:NA,2016
Rodrigo M. A. Silva:Bruno Feijó:Pablo B. Gomes:Thiago Frensh:Daniel Monteiro,"In this paper we propose a real time 360° video stitching and streaming processing methodology focused on GPU. The solution creates a scalable solution for large resolutions, such as 4K and 8K per camera, and supports broadcasting solutions with cloud architectures. The methodology uses a group of deformable meshes, processed using OpenGL (GLSL) and the final image combine the inputs using a robust pixel shader. Moreover, the result can be streamed to a cloud service using h.264 encoding with nVEnc GPU encoding. Finally, we present some results.",Real time 360° video stitching and streaming,NA:NA:NA:NA:NA,2016
Ayaka Nishi:Keisuke Hoshino:Hiroyuki Kajimoto,"Virtually infinite space is a holy grail of immersive virtual environment (IVE), and numerous approaches have been proposed, yet there still is a hardware and spatial cost. We propose a novel low-cost locomotion interface that combines a 1-DoF treadmill and a head mounted display (HMD), in which displayed image is rotated to induce straightened trajectory for the treadmill, similar to the technique known as Redirected Walking. We conducted an experiment using the proposed method, and showed that by using PD control algorithm, the walking path became straightened.",Straightening walking path using redirected walking technique,NA:NA:NA,2016
Yukari Konishi:Nobuhisa Hanamitsu:Kouta Minamizawa:Ayahiko Sato:Tetsuya Mizuguchi,"The Synesthesia Suit provides immersive embodied experience in Virtual Reality environment with vibro-tactile sensations on the entire body. Each vibro-tactile actuator provides not a simple vibration such as traditional game controller, but we designed the haptic sensation based on the haptic design method we have developed in the TECHTILE[Minamizawa et al. 2012] technology. In haptics research using multi-channel vibro-tactile feedback, Surround Haptics [Israr et al. 2012] proposed moving tactile strokes using multiple vibrators spaced on a gaming chair. And then they also proposed Po2[Israr et al. 2015], which shows illusion of tactile sensation for gesture based games by providing vibrations on the hand based on psycho-physical study.",Synesthesia suit: the full body immersive experience,NA:NA:NA:NA:NA,2016
Yu-Xiang Wang:Yu-Ju Tsai:Yu-Hsuan Huang:Wan-Ling Yang:Tzu-Chieh Yu:Yu-Kai Chiu:Ming Ouhyoung,"For stereoscopic augmented reality (AR) system, continuous feature tracking of the observing target is required to generate a virtual object in the real world coordinate. Besides, dual cameras have to be placed with proper distance to obtain correct stereo images for video see-through applications. Both higher resolution and frame rate per second (FPS) can improve the user experience. However, feature tracking could be the bottleneck with high resolution images and the latency would increase if image processing was done before tracking.",ThirdEye: a coaxial feature tracking system for stereoscopic video see-through augmented reality,NA:NA:NA:NA:NA:NA:NA,2016
Chun-Jui Lai:Ping-Hsuan Han:Yi-Ping Hung,"By using the head-mounted display (HMD), we can have an immersive virtual reality experience. But the user cannot see any information from the real world. To solve the problem, video seethrough HMD can acquire images from real environment, and present into the HMD, then, we could build a mixed reality (MR) or augmented reality (AR) system. However, how to append and calibrate cameras on HMD for recovering real environment is still a research issue. HTC VIVE has a single camera in front of its device. [Steptoe et al. 2014] and OVRVISION Pro proposed to append dual cameras to capture left and right images. Due to the difference of viewpoint, images captured by cameras are different to what human eyes see (figure 2). Although we could recover true 3D information with a depth map, there are still some occlusion areas that we cannot recover by single camera. Therefore, multiple cameras with different positions could complement each other for reducing occlusion areas. In this work, four configurations are simulated with a synthesized scene.",View interpolation for video see-through head-mounted display,NA:NA:NA,2016
"Alexandre Cardoso:Edgard Lamounier, Jr.:Gerson Flavio Mendes de Lima:Paulo Roberto do Prado:José Newton Ferreira","In this work, we propose a Virtual Reality based solution to provide a more natural and intuitive environment for controlling electrical operation centers. The research is being carried out with the collaboration of one electric company called Cemig. The novelty of this approach is the ability operators will have to manage the electric system and its electric components by being immersed within a 3D world, reflecting the very true arrangement found in the real electrical substation. Besides, the solution has been designed in a way to provide the operator with all supervisory data in the same virtual environment. We have conducted experiments with the electric company operators Mental efforts to understand the reality of the field have been reduced, according to Cemig's employees. They also claim that a unique environment with all data integrated is very important for taking engineering decisions.",VRCEMIG: a novel approach to power substation control,NA:NA:NA:NA:NA,2016
Henry Fernandez:Koji Mikami:Kunio Kondo,"For high skilled players, an easy game might become boring and for low skilled players, a difficult game might become frustrating. This research's goal is to offer players a personalized experience adapted according to their performance and levels of attention. We created a simple side-scrolling 2D platform game using Procedural Content Generation, Dynamic Difficulty Adjustment techniques and brain computer data obtained from players in real time using an Electroencephalography device. We conducted a series of experiments with different players and got results that confirm that our method is adjusting each level according to performance and attention.",Adaptable game experience through procedural content generation and brain computer interface,NA:NA:NA,2016
Jhe-Wei Lin:Po-Wen Cheng:Chien-hung Lin:I-Chen Lin,"Object movement in virtual 3D space involves 3D rotations and translations. Conventional desktop interfaces are difficult for a user to simultaneously control the variations of six degrees of freedom. In this paper, we present a vision-based user-friendly method for this purpose. A user can simply grasp one or more objects and fly the objects intuitively. The proposed system using an efficient method to detect and track the objects in the scene. The estimated object motions are used to drive the corresponding targets on the screen or to trigger predefined actions. This interface can track more than one objects at an interactive rate and is applied to a 3D flight shooting game.",Intuitive 3D flight gaming with tangible objects,NA:NA:NA:NA,2016
Pedro Rossa:Nicolas Hoffman:João Ricardo Bittencourt:Fernando Marson:Vinicius J. Cassol,In this work we explore the use of games and VR in order to collaborate with History teaching in Brazil. We develop a game and a VR experience based on local technology. In or approach the player is considered as an Indian who lived in the Jesuitical Reductions in the South of Brazil and was requested to practice bow and arrow shooting.,Living the past: the use of VR to provide a historical experience,NA:NA:NA:NA:NA,2016
Jae-Ho Nah:Sunho Ki:Yeongkyu Lim:Jinhong Park:Chulho Shin,"Post-processing anti-aliasing algorithms are widely used now for real-time rendering because of their simplicity, performance, and suitability for deferred shading. Fast approximate anti-aliasing (FXAA) [Lottes 2009] is the fastest method among them, so many games support FXAA to get anti-aliased images. However, FXAA can easily lose texture details and text sharpness due to its excessive blurring. To alleviate those problems of FXAA, we present adaptive approximate anti-aliasing (AXAA). Our approach adds three contributions to FXAA in order to avoid unnecessary filtering. First, we stop further anti-aliasing processes if the current pixel or its neighbors are judged as pixels on already filtered textures or fonts. Second, we try to maintain thin lines as much as possible in order to avoid blurring fonts and lines. Third, for higher performance, we adaptively set the search range of each pixel according to luma contrast. Our experiments show that AXAA provides significantly better image quality than FXAA, in terms of texture, text, and geometry details. Nevertheless, processing overhead of AXAA is still similar to that of FXAA.",AXAA: adaptive approximate anti-aliasing,NA:NA:NA:NA:NA,2016
Amir Semmo:Matthias Trapp:Tobias Dürschmid:Jürgen Döllner:Sebastian Pasewaldt,"This work presents an interactive mobile implementation of a filter that transforms images into an oil paint look. At this, a multi-scale approach that processes image pyramids is introduced that uses flow-based joint bilateral upsampling to achieve deliberate levels of abstraction at multiple scales and interactive frame rates. The approach facilitates the implementation of interactive tools that adjust the appearance of filtering effects at run-time, which is demonstrated by an on-screen painting interface for per-pixel parameterization that fosters the casual creativity of non-artists.",Interactive multi-scale oil paint filtering on mobile devices,NA:NA:NA:NA:NA,2016
Shintaro Murakami:Tomoyuki Mukasa:Tony Tung,"We present a new feature for AR/VR applications for consumer mobile devices equipped with video camera (e.g., smartphone). Direct or indirect scale estimation of scene or objects is necessary for realistic rendering of virtual objects in real-world environment. Standard approaches usually rely on 3D vision with sensor fusion (e.g., visual SLAM), or pattern recognition (e.g., using AR markers, reference object learning), and suffer from various limitations. Here, we argue that combining inertial measurements and visual cues, the problem reduces to a 1D parameter estimation representing distance from device to floor. In particular, we discuss robust solutions to solve absolute scale estimation problem for indoor environments.",Mobile virtual interior stylization from scale estimation,NA:NA:NA,2016
Roberto Lopez Mendez:Sylwester Bala,"Local cubemaps (LC) were introduced for the first time more than ten years ago for rendering reflections [Bjorke 2004]. Nevertheless it is only in recent years that major game engines have incorporated this technique. In this paper we introduce a generalized concept of LC and present two new LC applications for rendering shadows and refractions. We show that limitations associated with the static nature of LC can be overcome by combining this technique with other well-known runtime techniques for reflections and shadows. Rendering techniques based on LC allow high quality shadows, reflections and refractions to be rendered very efficiently which makes them ideally suited to mobile devices where runtime resources must be carefully balanced [Ice Cave Demo 2015].",Optimized mobile rendering techniques based on local cubemaps,NA:NA,2016
Victoria McGowen:Joe Geigel,"Blend shape animation is one of the most common methods for facial animation used by animators. Creation of effective blend shapes is an investment as they can take a very long time to create, but once finished, help with consistency in animation. As this is a prime animation method, its extensive process can be off-putting to newcomers. This project is focused on creating a system that will automate the blend shape creation process. The resulting blend shapes could be used in a blend shape based facial motion capture system (eg. [Weise et al. 2011]). The goal of this application is to produce a comparable result to that of blend shapes done by hand for student projects.",Automatic blend shape creation for facial motion capture,NA:NA,2016
Wakana Asahina:Naoya Iwamoto:Hubert. P. H. Shum:Shigeo Morishima,"In recent years, thanks to the development of 3DCG animation editing tools (e.g. MikuMikuDance), a lot of 3D character dance animation movies are created by amateur users. However it is very difficult to create choreography from scratch without any technical knowledge. Shiratori et al. [2006] produced the dance automatic generation system considering rhythm and intensity of dance motions. However each segment is selected randomly from database, so the generated dance motion has no linguistic or emotional meanings. Takano et al. [2010] produced a human motion generation system considering motion labels. However they use simple motion labels like ""running"" or ""jump"", so they cannot generate motions that express emotions. In reality, professional dancers make choreography based on music features or lyrics in music, and express emotion or how they feel in music. In our work, we aim at generating more emotional dance motion easily. Therefore, we use linguistic information in lyrics, and generate dance motion.",Automatic dance generation system considering sign language information,NA:NA:NA:NA,2016
Shota Ekuni:Koichi Murata:Yasunari Asakura:Akira Uehara,"Visual extension has been an essential issue because the visual information accounts for a large part of sensory information which human processes. There are some instruments which are used to watch distant, objects or people, such as a monocle, a binocular, and a telescope. When we use these instruments, we firstly take a general view without them and adjust magnification and focus of them. These operations are complicated and occupy the user's hands. Therefore, a visual extension device that is capable of being used easily without hands is extremely useful. A system developed in the previous work recognizes the movement of the user's eyelid and operating devices by using it [Hideaki et al. 2013]. However, a camera is placed in front of the eye, and that obstructs the field of view. In addition, image recognition needs much calculation cost and it is difficult to be processed in a small computer. When human intends to move his/her muscles, bioelectrical signal (BES) leaks out on the surface of skin. The BES can be measured by small and thin electrodes attached to the surface of the skin. By using the BES, user's operational intentions can be detected promptly without obstructing the user's field of view. Moreover, using BES sensors can reduce electrical power, and contribute to downsizing systems.",Bionic scope: wearable system for visual extension triggered by bioelectrical signal,NA:NA:NA:NA,2016
